,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
24788,LAC,LAC vs. HOU,04/06/2008,L,240,79,35,81,43.2,1,6,16.7,8,15,53.3,7,26,33,24,8,8,10,20,-26.0
24789,HOU,HOU @ LAC,04/06/2008,W,240,105,38,79,48.1,7,19,36.8,22,27,81.5,11,40,51,24,5,1,12,17,26.0
24790,SAS,SAS @ POR,04/06/2008,W,240,72,28,72,38.9,4,15,26.7,12,15,80.0,6,37,43,15,1,1,11,17,7.0
24791,POR,POR vs. SAS,04/06/2008,L,240,65,25,73,34.2,2,6,33.3,13,17,76.5,8,34,42,12,5,5,9,14,-7.0
24792,DET,DET @ MIA,04/06/2008,W,240,91,35,70,50.0,5,13,38.5,16,19,84.2,6,35,41,16,6,10,13,21,16.0
24793,MIA,MIA vs. DET,04/06/2008,L,240,75,25,71,35.2,7,20,35.0,18,22,81.8,6,27,33,15,7,3,11,18,-16.0
24794,PHX,PHX vs. DAL,04/06/2008,L,240,98,37,87,42.5,6,15,40.0,18,22,81.8,10,32,42,25,4,3,11,19,-7.0
24795,DAL,DAL @ PHX,04/06/2008,W,240,105,41,87,47.1,1,10,10.0,22,25,88.0,13,31,44,18,8,7,6,21,7.0
24796,ORL,ORL @ NYK,04/06/2008,L,240,90,32,80,40.0,9,36,25.0,17,29,58.6,11,41,52,17,3,3,15,25,-10.0
24797,NYK,NYK vs. ORL,04/06/2008,W,240,100,33,92,35.9,7,23,30.4,27,35,77.1,17,38,55,20,8,0,9,25,10.0
24798,CHA,CHA vs. BOS,04/05/2008,L,240,78,33,78,42.3,3,13,23.1,9,16,56.3,7,28,35,17,6,4,15,19,-23.0
24799,BOS,BOS @ CHA,04/05/2008,W,240,101,34,78,43.6,6,17,35.3,27,34,79.4,15,39,54,14,13,5,14,18,23.0
24800,SAC,SAC @ DEN,04/05/2008,W,240,118,41,88,46.6,6,15,40.0,30,36,83.3,14,31,45,27,11,1,22,24,3.0
24801,DEN,DEN vs. SAC,04/05/2008,L,240,115,41,90,45.6,8,31,25.8,25,35,71.4,16,29,45,29,10,7,22,27,-3.0
24802,TOR,TOR @ NJN,04/05/2008,L,240,90,34,81,42.0,3,22,13.6,19,25,76.0,12,26,38,24,6,5,11,15,-9.0
24803,NJN,NJN vs. TOR,04/05/2008,W,240,99,38,80,47.5,8,21,38.1,15,16,93.8,10,32,42,25,7,4,12,23,9.0
24804,ORL,ORL @ CLE,04/05/2008,W,240,101,36,77,46.8,11,26,42.3,18,20,90.0,6,27,33,24,10,3,12,20,15.0
24805,CLE,CLE vs. ORL,04/05/2008,L,240,86,34,88,38.6,5,17,29.4,13,21,61.9,18,30,48,25,6,10,16,19,-15.0
24806,WAS,WAS @ CHI,04/05/2008,W,240,99,39,82,47.6,5,21,23.8,16,17,94.1,17,36,53,20,4,4,18,17,12.0
24807,CHI,CHI vs. WAS,04/05/2008,L,240,87,33,77,42.9,7,18,38.9,14,23,60.9,7,21,28,16,12,4,9,20,-12.0
24808,PHI,PHI vs. ATL,04/05/2008,L,240,85,31,74,41.9,5,16,31.3,18,24,75.0,7,26,33,16,9,3,11,19,-7.0
24809,ATL,ATL @ PHI,04/05/2008,W,240,92,34,71,47.9,5,13,38.5,19,27,70.4,11,31,42,18,5,4,17,18,7.0
24810,SEA,SEA vs. HOU,04/04/2008,L,240,66,25,83,30.1,1,6,16.7,15,17,88.2,21,31,52,13,8,3,18,18,-13.0
24811,HOU,HOU @ SEA,04/04/2008,W,240,79,31,78,39.7,8,23,34.8,9,15,60.0,12,30,42,18,7,4,13,18,13.0
24812,MEM,MEM vs. GSW,04/04/2008,L,240,86,34,87,39.1,5,22,22.7,13,22,59.1,8,31,39,14,8,7,18,11,-31.0
24813,GSW,GSW @ MEM,04/04/2008,W,240,117,49,91,53.8,8,20,40.0,11,13,84.6,10,45,55,25,9,5,18,21,31.0
24814,CHA,CHA @ TOR,04/04/2008,W,240,105,39,83,47.0,8,20,40.0,19,25,76.0,7,36,43,27,7,4,12,17,5.0
24815,TOR,TOR vs. CHA,04/04/2008,L,240,100,41,90,45.6,4,17,23.5,14,16,87.5,10,35,45,29,6,3,12,21,-5.0
24816,WAS,WAS vs. MIA,04/04/2008,W,240,109,38,73,52.1,12,22,54.5,21,24,87.5,12,28,40,28,5,6,10,14,14.0
24817,MIA,MIA @ WAS,04/04/2008,L,240,95,33,72,45.8,19,32,59.4,10,15,66.7,7,18,25,26,9,4,13,17,-14.0
24818,NYK,NYK @ NOH,04/04/2008,L,240,110,44,80,55.0,4,16,25.0,18,22,81.8,10,31,41,21,4,2,16,23,-8.0
24819,NOH,NOH vs. NYK,04/04/2008,W,240,118,43,84,51.2,8,20,40.0,24,28,85.7,9,24,33,26,12,7,6,15,8.0
24820,IND,IND @ MIL,04/04/2008,W,240,105,34,72,47.2,8,19,42.1,29,35,82.9,6,36,42,23,7,3,21,26,4.0
24821,MIL,MIL vs. IND,04/04/2008,L,240,101,37,86,43.0,2,10,20.0,25,35,71.4,14,31,45,23,14,4,19,30,-4.0
24822,UTA,UTA vs. SAS,04/04/2008,W,240,90,32,78,41.0,10,19,52.6,16,19,84.2,11,33,44,21,10,3,12,16,26.0
24823,SAS,SAS @ UTA,04/04/2008,L,240,64,24,66,36.4,2,12,16.7,14,18,77.8,5,34,39,8,5,6,17,18,-26.0
24824,PHI,PHI @ ATL,04/04/2008,W,240,109,40,78,51.3,4,12,33.3,25,28,89.3,5,24,29,22,11,4,11,20,5.0
24825,ATL,ATL vs. PHI,04/04/2008,L,240,104,42,81,51.9,4,13,30.8,16,21,76.2,12,27,39,33,4,5,13,18,-5.0
24826,DET,DET vs. NJN,04/04/2008,W,240,106,42,80,52.5,6,17,35.3,16,22,72.7,17,31,48,29,10,4,16,26,19.0
24827,NJN,NJN @ DET,04/04/2008,L,240,87,34,75,45.3,1,12,8.3,18,27,66.7,10,21,31,20,6,5,15,16,-19.0
24828,PHX,PHX vs. MIN,04/04/2008,W,240,117,43,76,56.6,9,17,52.9,22,30,73.3,8,44,52,31,3,10,15,12,29.0
24829,MIN,MIN @ PHX,04/04/2008,L,240,88,39,102,38.2,3,10,30.0,7,13,53.8,15,24,39,14,9,2,6,21,-29.0
24830,LAL,LAL vs. DAL,04/04/2008,W,240,112,39,74,52.7,7,14,50.0,27,32,84.4,11,25,36,26,6,6,10,22,4.0
24831,DAL,DAL @ LAL,04/04/2008,L,240,108,43,82,52.4,6,18,33.3,16,24,66.7,13,26,39,19,5,1,10,26,-4.0
24832,SAC,SAC vs. LAC,04/03/2008,W,240,110,38,81,46.9,5,11,45.5,29,35,82.9,11,33,44,21,13,5,15,20,12.0
24833,LAC,LAC @ SAC,04/03/2008,L,240,98,40,94,42.6,5,12,41.7,13,24,54.2,21,29,50,22,10,7,17,26,-12.0
24834,POR,POR vs. HOU,04/03/2008,L,240,86,33,83,39.8,4,13,30.8,16,18,88.9,12,32,44,15,4,3,12,17,-9.0
24835,HOU,HOU @ POR,04/03/2008,W,240,95,34,73,46.6,11,22,50.0,16,18,88.9,6,29,35,18,7,7,12,18,9.0
24836,CHI,CHI @ CLE,04/03/2008,W,240,101,38,71,53.5,6,15,40.0,19,23,82.6,5,28,33,29,5,10,17,22,3.0
24837,CLE,CLE vs. CHI,04/03/2008,L,240,98,38,83,45.8,4,12,33.3,18,26,69.2,14,27,41,23,11,5,13,21,-3.0
24838,SEA,SEA vs. LAC,04/02/2008,L,240,84,35,93,37.6,1,11,9.1,13,20,65.0,17,33,50,17,5,3,15,19,-18.0
24839,LAC,LAC @ SEA,04/02/2008,W,240,102,40,84,47.6,5,11,45.5,17,19,89.5,11,38,49,21,10,5,17,18,18.0
24840,CHA,CHA vs. CLE,04/02/2008,L,240,114,43,81,53.1,5,14,35.7,23,32,71.9,12,26,38,26,7,4,14,22,-4.0
24841,CLE,CLE @ CHA,04/02/2008,W,240,118,46,87,52.9,3,13,23.1,23,34,67.6,17,30,47,28,10,7,11,23,4.0
24842,MEM,MEM vs. NYK,04/02/2008,W,240,130,48,80,60.0,15,33,45.5,19,26,73.1,3,39,42,21,3,1,14,22,16.0
24843,NYK,NYK @ MEM,04/02/2008,L,240,114,42,95,44.2,5,20,25.0,25,32,78.1,17,30,47,23,10,2,10,21,-16.0
24844,WAS,WAS vs. MIL,04/02/2008,L,240,109,43,77,55.8,7,17,41.2,16,23,69.6,8,26,34,22,12,3,16,22,-1.0
24845,MIL,MIL @ WAS,04/02/2008,W,240,110,46,84,54.8,7,22,31.8,11,19,57.9,12,29,41,29,6,4,16,18,1.0
24846,GSW,GSW @ DAL,04/02/2008,L,240,86,33,86,38.4,4,16,25.0,16,19,84.2,12,26,38,10,7,6,15,14,-25.0
24847,DAL,DAL vs. GSW,04/02/2008,W,240,111,45,94,47.9,7,21,33.3,14,16,87.5,17,39,56,35,10,6,12,15,25.0
24848,UTA,UTA vs. MIN,04/02/2008,W,240,117,44,74,59.5,12,22,54.5,17,22,77.3,8,29,37,30,9,3,15,19,17.0
24849,MIN,MIN @ UTA,04/02/2008,L,240,100,35,74,47.3,7,17,41.2,23,29,79.3,10,22,32,24,10,0,15,18,-17.0
24850,TOR,TOR @ ATL,04/02/2008,L,265,120,48,92,52.2,6,16,37.5,18,19,94.7,10,27,37,36,5,3,13,24,-7.0
24851,ATL,ATL vs. TOR,04/02/2008,W,265,127,47,92,51.1,12,22,54.5,21,25,84.0,13,34,47,35,7,3,16,17,7.0
24852,MIA,MIA vs. NOH,04/02/2008,L,240,77,27,74,36.5,11,27,40.7,12,19,63.2,8,32,40,20,5,5,14,21,-29.0
24853,NOH,NOH @ MIA,04/02/2008,W,240,106,41,85,48.2,7,18,38.9,17,25,68.0,12,38,50,22,7,2,7,20,29.0
24854,IND,IND @ BOS,04/02/2008,L,240,77,26,73,35.6,6,29,20.7,19,31,61.3,14,27,41,13,11,3,21,20,-15.0
24855,BOS,BOS vs. IND,04/02/2008,W,240,92,35,79,44.3,6,24,25.0,16,21,76.2,12,39,51,27,9,3,19,24,15.0
24856,POR,POR @ LAL,04/02/2008,L,240,91,34,81,42.0,12,27,44.4,11,15,73.3,12,26,38,20,7,2,15,23,-13.0
24857,LAL,LAL vs. POR,04/02/2008,W,240,104,37,75,49.3,8,17,47.1,22,25,88.0,8,34,42,26,9,4,14,16,13.0
24858,DET,DET @ MIN,04/01/2008,W,240,94,32,80,40.0,4,11,36.4,26,33,78.8,13,32,45,13,6,6,8,21,4.0
24859,MIN,MIN vs. DET,04/01/2008,L,240,90,32,75,42.7,4,17,23.5,22,29,75.9,7,37,44,20,5,4,12,26,-4.0
24860,SAC,SAC vs. HOU,04/01/2008,W,240,99,36,71,50.7,6,14,42.9,21,29,72.4,4,24,28,16,9,4,16,26,1.0
24861,HOU,HOU @ SAC,04/01/2008,L,240,98,33,82,40.2,4,16,25.0,28,35,80.0,21,28,49,19,11,9,17,27,-1.0
24862,PHX,PHX @ DEN,04/01/2008,L,240,120,47,89,52.8,12,29,41.4,14,26,53.8,9,36,45,33,8,4,17,29,-6.0
24863,DEN,DEN vs. PHX,04/01/2008,W,240,126,40,78,51.3,9,17,52.9,37,47,78.7,6,39,45,24,13,2,16,27,6.0
24864,NYK,NYK @ MIL,04/01/2008,L,265,115,47,98,48.0,6,22,27.3,15,23,65.2,12,33,45,29,7,3,14,23,-4.0
24865,MIL,MIL vs. NYK,04/01/2008,W,265,119,45,92,48.9,6,16,37.5,23,29,79.3,12,38,50,27,8,3,16,17,4.0
24866,ORL,ORL vs. NOH,04/01/2008,L,240,97,37,74,50.0,13,29,44.8,10,15,66.7,2,28,30,20,4,3,13,25,-1.0
24867,NOH,NOH @ ORL,04/01/2008,W,240,98,35,86,40.7,7,18,38.9,21,27,77.8,21,30,51,18,5,4,13,18,1.0
24868,PHI,PHI @ NJN,04/01/2008,W,240,108,40,80,50.0,4,13,30.8,24,29,82.8,10,29,39,28,11,6,11,20,9.0
24869,NJN,NJN vs. PHI,04/01/2008,L,240,99,41,84,48.8,7,21,33.3,10,13,76.9,13,25,38,25,5,8,16,19,-9.0
24870,CHI,CHI vs. BOS,04/01/2008,L,240,92,30,72,41.7,8,17,47.1,24,31,77.4,8,25,33,22,12,7,16,20,-14.0
24871,BOS,BOS @ CHI,04/01/2008,W,240,106,35,71,49.3,14,25,56.0,22,28,78.6,11,34,45,24,7,8,20,26,14.0
24872,SAS,SAS vs. GSW,04/01/2008,W,240,116,49,89,55.1,11,24,45.8,7,12,58.3,10,44,54,25,8,7,17,16,24.0
24873,GSW,GSW @ SAS,04/01/2008,L,240,92,33,88,37.5,8,20,40.0,18,22,81.8,11,26,37,8,9,5,13,11,-24.0
24874,CHA,CHA vs. TOR,03/31/2008,L,240,100,38,84,45.2,8,24,33.3,16,20,80.0,7,31,38,21,9,5,10,26,-4.0
24875,TOR,TOR @ CHA,03/31/2008,W,240,104,37,79,46.8,3,10,30.0,27,37,73.0,9,30,39,21,6,2,11,19,4.0
24876,MEM,MEM vs. ATL,03/31/2008,L,240,99,41,76,53.9,8,20,40.0,9,19,47.4,9,25,34,16,5,1,16,21,-17.0
24877,ATL,ATL @ MEM,03/31/2008,W,240,116,43,77,55.8,10,22,45.5,20,21,95.2,4,27,31,28,9,1,12,16,17.0
24878,IND,IND vs. MIA,03/31/2008,W,240,105,36,82,43.9,10,24,41.7,23,25,92.0,14,29,43,21,12,3,14,24,20.0
24879,MIA,MIA @ IND,03/31/2008,L,240,85,28,67,41.8,9,17,52.9,20,30,66.7,10,26,36,15,8,9,22,21,-20.0
24880,WAS,WAS @ UTA,03/31/2008,L,240,87,30,68,44.1,5,16,31.3,22,27,81.5,9,14,23,16,6,4,16,18,-42.0
24881,UTA,UTA vs. WAS,03/31/2008,W,240,129,50,84,59.5,15,26,57.7,14,17,82.4,14,26,40,40,11,3,11,24,42.0
24882,LAC,LAC vs. DAL,03/31/2008,L,240,86,25,68,36.8,6,13,46.2,30,35,85.7,14,31,45,16,6,7,23,23,-7.0
24883,DAL,DAL @ LAC,03/31/2008,W,240,93,33,74,44.6,4,15,26.7,23,30,76.7,5,26,31,17,11,5,14,28,7.0
24884,PHX,PHX vs. DEN,03/31/2008,W,240,132,44,91,48.4,11,24,45.8,33,36,91.7,14,36,50,23,9,1,11,23,15.0
24885,DEN,DEN @ PHX,03/31/2008,L,240,117,48,91,52.7,5,16,31.3,16,27,59.3,8,25,33,20,5,7,10,25,-15.0
24886,SEA,SEA vs. SAC,03/30/2008,L,240,107,44,92,47.8,8,17,47.1,11,15,73.3,11,20,31,24,6,4,14,25,-13.0
24887,SAC,SAC @ SEA,03/30/2008,W,240,120,43,78,55.1,6,17,35.3,28,32,87.5,10,32,42,24,11,4,16,18,13.0
24888,TOR,TOR vs. NOH,03/30/2008,L,240,111,45,86,52.3,9,21,42.9,12,12,100.0,8,26,34,31,4,2,11,14,-7.0
24889,NOH,NOH @ TOR,03/30/2008,W,240,118,48,80,60.0,8,15,53.3,14,17,82.4,6,28,34,25,5,4,9,11,7.0
24890,UTA,UTA @ MIN,03/30/2008,L,240,103,41,76,53.9,1,12,8.3,20,26,76.9,13,23,36,31,6,5,18,23,-7.0
24891,MIN,MIN vs. UTA,03/30/2008,W,240,110,42,79,53.2,3,10,30.0,23,29,79.3,13,22,35,20,7,3,13,23,7.0
24892,NYK,NYK @ ATL,03/30/2008,L,240,109,41,88,46.6,9,19,47.4,18,24,75.0,11,28,39,25,9,5,13,23,-5.0
24893,ATL,ATL vs. NYK,03/30/2008,W,240,114,44,85,51.8,3,13,23.1,23,31,74.2,15,34,49,32,7,7,16,19,5.0
24894,PHI,PHI @ CLE,03/30/2008,L,240,88,36,82,43.9,3,13,23.1,13,18,72.2,9,28,37,19,9,10,14,19,-3.0
24895,CLE,CLE vs. PHI,03/30/2008,W,240,91,38,83,45.8,8,20,40.0,7,9,77.8,14,30,44,27,7,10,15,16,3.0
24896,MIA,MIA @ BOS,03/30/2008,L,240,62,17,59,28.8,4,21,19.0,24,29,82.8,6,25,31,12,9,6,20,16,-26.0
24897,BOS,BOS vs. MIA,03/30/2008,W,240,88,32,83,38.6,7,27,25.9,17,22,77.3,22,32,54,23,13,4,14,25,26.0
24898,WAS,WAS @ LAL,03/30/2008,L,265,120,41,88,46.6,17,30,56.7,21,29,72.4,9,34,43,29,6,5,7,22,-6.0
24899,LAL,LAL vs. WAS,03/30/2008,W,265,126,43,87,49.4,14,27,51.9,26,32,81.3,9,35,44,35,2,9,8,21,6.0
24900,SAS,SAS vs. HOU,03/30/2008,W,240,109,44,83,53.0,4,9,44.4,17,21,81.0,10,35,45,21,2,5,5,17,21.0
24901,HOU,HOU @ SAS,03/30/2008,L,240,88,33,82,40.2,4,13,30.8,18,25,72.0,13,27,40,12,3,5,6,19,-21.0
24902,GSW,GSW vs. DAL,03/30/2008,W,240,114,40,85,47.1,6,21,28.6,28,36,77.8,15,31,46,18,4,4,8,23,10.0
24903,DAL,DAL @ GSW,03/30/2008,L,240,104,35,78,44.9,6,17,35.3,28,32,87.5,9,28,37,28,5,3,13,27,-10.0
24904,GSW,GSW @ DEN,03/29/2008,L,240,112,42,104,40.4,10,30,33.3,18,21,85.7,15,36,51,24,7,5,13,19,-7.0
24905,DEN,DEN vs. GSW,03/29/2008,W,240,119,46,100,46.0,5,24,20.8,22,29,75.9,15,43,58,36,9,8,12,18,7.0
24906,MEM,MEM @ LAC,03/29/2008,L,240,97,38,80,47.5,1,14,7.1,20,27,74.1,9,24,33,17,4,3,17,22,-13.0
24907,LAC,LAC vs. MEM,03/29/2008,W,240,110,42,79,53.2,3,19,15.8,23,28,82.1,10,33,43,29,10,6,15,24,13.0
24908,CHA,CHA @ POR,03/29/2008,W,240,93,38,76,50.0,6,17,35.3,11,20,55.0,6,26,32,26,8,6,14,20,8.0
24909,POR,POR vs. CHA,03/29/2008,L,240,85,33,91,36.3,7,29,24.1,12,17,70.6,23,34,57,16,6,6,18,23,-8.0
24910,DET,DET vs. CLE,03/29/2008,W,240,85,33,73,45.2,1,12,8.3,18,21,85.7,11,32,43,17,8,10,11,19,14.0
24911,CLE,CLE @ DET,03/29/2008,L,240,71,27,74,36.5,2,10,20.0,15,21,71.4,11,26,37,19,6,4,12,15,-14.0
24912,PHX,PHX @ NJN,03/29/2008,W,240,110,38,77,49.4,5,14,35.7,29,41,70.7,9,34,43,29,7,3,17,27,6.0
24913,NJN,NJN vs. PHX,03/29/2008,L,240,104,40,91,44.0,6,15,40.0,18,25,72.0,12,28,40,27,7,3,13,28,-6.0
24914,MIL,MIL @ CHI,03/29/2008,L,240,111,44,98,44.9,4,12,33.3,19,21,90.5,14,26,40,28,7,8,11,24,-3.0
24915,CHI,CHI vs. MIL,03/29/2008,W,240,114,38,80,47.5,5,12,41.7,33,39,84.6,12,33,45,23,8,7,13,19,3.0
24916,CHA,CHA @ SEA,03/28/2008,W,240,96,34,78,43.6,10,19,52.6,18,23,78.3,6,27,33,20,11,3,10,16,3.0
24917,SEA,SEA vs. CHA,03/28/2008,L,240,93,38,82,46.3,4,15,26.7,13,16,81.3,6,33,39,17,6,6,13,21,-3.0
24918,TOR,TOR vs. NYK,03/28/2008,W,240,103,38,75,50.7,7,23,30.4,20,26,76.9,6,39,45,24,4,3,13,22,8.0
24919,NYK,NYK @ TOR,03/28/2008,L,240,95,33,84,39.3,6,13,46.2,23,34,67.6,11,27,38,21,4,1,9,22,-8.0
24920,WAS,WAS @ SAC,03/28/2008,W,240,114,41,89,46.1,8,20,40.0,24,30,80.0,12,30,42,20,8,3,14,21,6.0
24921,SAC,SAC vs. WAS,03/28/2008,L,240,108,36,74,48.6,8,19,42.1,28,33,84.8,6,33,39,16,10,5,19,19,-6.0
24922,ORL,ORL @ MIL,03/28/2008,W,240,103,35,79,44.3,10,28,35.7,23,30,76.7,8,36,44,18,9,6,15,18,17.0
24923,MIL,MIL vs. ORL,03/28/2008,L,240,86,35,102,34.3,3,12,25.0,13,18,72.2,25,34,59,15,8,5,13,22,-17.0
24924,UTA,UTA vs. LAC,03/28/2008,W,240,121,48,83,57.8,6,15,40.0,19,25,76.0,17,23,40,25,10,3,12,24,20.0
24925,LAC,LAC @ UTA,03/28/2008,L,240,101,34,66,51.5,4,11,36.4,29,32,90.6,7,22,29,23,5,1,17,21,-20.0
24926,IND,IND vs. NJN,03/28/2008,W,240,123,41,90,45.6,14,25,56.0,27,34,79.4,7,38,45,23,5,6,10,26,8.0
24927,NJN,NJN @ IND,03/28/2008,L,240,115,40,94,42.6,10,29,34.5,25,31,80.6,11,39,50,19,5,6,12,26,-8.0
24928,CHI,CHI @ ATL,03/28/2008,L,240,103,37,81,45.7,9,18,50.0,20,28,71.4,9,27,36,31,5,7,13,31,-3.0
24929,ATL,ATL vs. CHI,03/28/2008,W,240,106,34,78,43.6,6,14,42.9,32,44,72.7,15,31,46,21,6,6,10,23,3.0
24930,NOH,NOH @ BOS,03/28/2008,L,240,92,34,78,43.6,9,24,37.5,15,26,57.7,7,22,29,17,4,4,8,21,-20.0
24931,BOS,BOS vs. NOH,03/28/2008,W,240,112,44,74,59.5,4,16,25.0,20,22,90.9,2,38,40,26,2,3,8,24,20.0
24932,MEM,MEM @ LAL,03/28/2008,W,240,114,40,81,49.4,2,12,16.7,32,38,84.2,8,39,47,19,4,7,15,16,3.0
24933,LAL,LAL vs. MEM,03/28/2008,L,240,111,41,104,39.4,15,45,33.3,14,16,87.5,18,29,47,32,8,11,10,26,-3.0
24934,SAS,SAS vs. MIN,03/28/2008,W,240,99,38,71,53.5,9,19,47.4,14,16,87.5,5,35,40,20,4,2,15,16,15.0
24935,MIN,MIN @ SAS,03/28/2008,L,240,84,36,81,44.4,5,12,41.7,7,8,87.5,9,24,33,21,5,4,12,21,-15.0
24936,PHX,PHX @ PHI,03/28/2008,W,240,107,41,80,51.3,9,20,45.0,16,22,72.7,11,28,39,33,5,9,17,25,14.0
24937,PHI,PHI vs. PHX,03/28/2008,L,240,93,35,89,39.3,1,8,12.5,22,30,73.3,22,27,49,21,6,6,14,25,-14.0
24938,DEN,DEN vs. DAL,03/27/2008,W,240,118,43,88,48.9,7,19,36.8,25,30,83.3,16,25,41,31,8,3,9,21,13.0
24939,DAL,DAL @ DEN,03/27/2008,L,240,105,41,81,50.6,6,23,26.1,17,26,65.4,13,26,39,30,8,1,17,23,-13.0
24940,DET,DET vs. MIA,03/27/2008,W,240,85,32,68,47.1,2,10,20.0,19,27,70.4,9,28,37,20,7,6,11,16,16.0
24941,MIA,MIA @ DET,03/27/2008,L,240,69,24,67,35.8,2,15,13.3,19,22,86.4,8,26,34,17,7,1,14,22,-16.0
24942,POR,POR @ GSW,03/27/2008,L,240,95,35,87,40.2,9,16,56.3,16,17,94.1,16,25,41,22,3,3,15,23,-16.0
24943,GSW,GSW vs. POR,03/27/2008,W,240,111,39,84,46.4,11,24,45.8,22,26,84.6,15,31,46,20,9,7,9,17,16.0
24944,WAS,WAS @ SEA,03/26/2008,W,240,104,38,82,46.3,10,28,35.7,18,20,90.0,8,24,32,22,11,6,9,21,5.0
24945,SEA,SEA vs. WAS,03/26/2008,L,240,99,39,85,45.9,1,9,11.1,20,24,83.3,16,33,49,18,6,2,13,16,-5.0
24946,DET,DET @ TOR,03/26/2008,L,240,82,31,76,40.8,9,18,50.0,11,13,84.6,12,29,41,20,8,6,15,18,-7.0
24947,TOR,TOR vs. DET,03/26/2008,W,240,89,36,73,49.3,5,13,38.5,12,13,92.3,4,31,35,26,6,8,12,13,7.0
24948,MEM,MEM @ SAC,03/26/2008,L,265,106,42,86,48.8,6,23,26.1,16,22,72.7,10,34,44,21,9,5,24,32,-1.0
24949,SAC,SAC vs. MEM,03/26/2008,W,265,107,35,88,39.8,7,30,23.3,30,31,96.8,11,35,46,24,12,2,19,20,1.0
24950,MIL,MIL @ ATL,03/26/2008,L,240,96,38,79,48.1,4,10,40.0,16,23,69.6,18,23,41,23,6,5,20,25,-19.0
24951,ATL,ATL vs. MIL,03/26/2008,W,240,115,43,75,57.3,7,19,36.8,22,30,73.3,8,19,27,25,9,5,11,24,19.0
24952,MIN,MIN @ HOU,03/26/2008,L,240,86,33,77,42.9,6,13,46.2,14,19,73.7,7,31,38,19,10,6,14,17,-11.0
24953,HOU,HOU vs. MIN,03/26/2008,W,240,97,40,94,42.6,4,19,21.1,13,17,76.5,20,38,58,22,11,2,12,14,11.0
24954,IND,IND @ NJN,03/26/2008,L,240,117,41,89,46.1,14,30,46.7,21,23,91.3,10,31,41,30,5,4,7,25,-7.0
24955,NJN,NJN vs. IND,03/26/2008,W,240,124,43,79,54.4,13,26,50.0,25,37,67.6,8,35,43,29,3,5,10,17,7.0
24956,NOH,NOH @ CLE,03/26/2008,W,240,100,35,80,43.8,11,22,50.0,19,22,86.4,11,22,33,27,6,4,8,17,1.0
24957,CLE,CLE vs. NOH,03/26/2008,L,240,99,41,82,50.0,5,17,29.4,12,18,66.7,17,31,48,23,4,8,13,21,-1.0
24958,PHX,PHX @ BOS,03/26/2008,L,240,97,38,68,55.9,4,13,30.8,17,19,89.5,4,23,27,27,6,3,21,20,-20.0
24959,BOS,BOS vs. PHX,03/26/2008,W,240,117,45,86,52.3,5,13,38.5,22,28,78.6,17,24,41,27,10,4,14,21,20.0
24960,NYK,NYK vs. MIA,03/26/2008,W,265,103,40,99,40.4,7,20,35.0,16,27,59.3,27,42,69,16,9,4,14,20,7.0
24961,MIA,MIA @ NYK,03/26/2008,L,265,96,32,86,37.2,15,31,48.4,17,25,68.0,11,31,42,22,11,6,11,20,-7.0
24962,CHA,CHA @ LAL,03/26/2008,W,240,108,39,78,50.0,11,24,45.8,19,28,67.9,11,41,52,26,7,5,20,21,13.0
24963,LAL,LAL vs. CHA,03/26/2008,L,240,95,34,83,41.0,8,27,29.6,19,25,76.0,10,30,40,20,10,4,13,19,-13.0
24964,SAS,SAS vs. LAC,03/26/2008,W,240,97,36,72,50.0,6,18,33.3,19,27,70.4,7,34,41,17,5,5,10,19,9.0
24965,LAC,LAC @ SAS,03/26/2008,L,240,88,30,77,39.0,2,9,22.2,26,32,81.3,9,31,40,14,5,4,10,22,-9.0
24966,PHI,PHI vs. CHI,03/26/2008,W,240,121,44,81,54.3,11,25,44.0,22,32,68.8,11,35,46,36,12,6,12,18,22.0
24967,CHI,CHI @ PHI,03/26/2008,L,240,99,34,86,39.5,11,25,44.0,20,24,83.3,15,26,41,23,4,4,14,23,-22.0
24968,LAC,LAC @ DAL,03/25/2008,L,240,90,34,77,44.2,3,16,18.8,19,24,79.2,10,26,36,15,8,5,16,21,-13.0
24969,DAL,DAL vs. LAC,03/25/2008,W,240,103,36,82,43.9,5,17,29.4,26,31,83.9,18,32,50,16,9,1,15,20,13.0
24970,CHA,CHA @ UTA,03/25/2008,L,240,106,36,72,50.0,9,19,47.4,25,33,75.8,7,21,28,21,10,4,21,25,-22.0
24971,UTA,UTA vs. CHA,03/25/2008,W,240,128,45,84,53.6,7,15,46.7,31,39,79.5,20,29,49,31,12,8,15,25,22.0
24972,IND,IND vs. NOH,03/25/2008,L,240,106,41,88,46.6,9,25,36.0,15,21,71.4,11,31,42,20,7,5,15,25,-8.0
24973,NOH,NOH @ IND,03/25/2008,W,240,114,39,79,49.4,6,15,40.0,30,39,76.9,8,29,37,20,11,6,10,20,8.0
24974,WAS,WAS @ POR,03/25/2008,L,240,82,29,81,35.8,8,20,40.0,16,20,80.0,12,24,36,19,5,3,7,18,-20.0
24975,POR,POR vs. WAS,03/25/2008,W,240,102,39,79,49.4,10,20,50.0,14,18,77.8,17,38,55,28,2,10,13,20,20.0
